NPC,PEF,PV_kWp,BESS_kWh
888239.4468483047,135092680.73377788,1.0,1.0
888239.4468483047,135092680.73377788,1.0,1.0000000000000002
888239.4468483047,135092680.73377788,1.0,1.000000000000004
