NPC,PEF,PV_kWp,BESS_kWh
5602802.424069672,4448635349.440104,2270.5604336672104,3182.091436586246
5931573.423171122,4365640572.135146,2908.612067456029,3178.198305083047
3706149.1994105754,4887437698.539704,6.571400630298893,3166.3426574214545
3961459.2283418137,4832018672.965506,1260.9522726690561,1.2621589321432736
4851391.175363143,4617647048.255239,2632.1058388119054,1.164844897688571
4425479.827334633,4652462016.733034,2159.229195084372,1.070128462526642
2872377.236630668,5075301756.74613,1.0023582206037505,2.4670581528925126
6063751.129921122,4321437552.5619,3231.791306457484,3169.560815373635
