NPC,PEF,PV_kWp,BESS_kWh
4561702.492430644,230009316.8020039,1.000174307902666,1999.3045204151636
3072898.538399592,232288923.18505388,1.000026719575672,1.0000006197404863
4793900.767044161,230004882.25234205,1.0003515910682432,2344.315149660973
3072898.579350002,232288923.1843735,1.000060924747085,1.0000000320820526
