NPC,PEF,PV_kWp,BESS_kWh
450631.39579379547,314641867.1121633,1.0000000328899872,1.0000503575955741
480617.6497314336,314579958.9906898,1.0000000118742203,52.421063497346715
450631.3663878786,314641867.11216336,1.0000000001582288,1.0000000000883849
480091.59608485195,314579958.9906899,1.0000000041224544,51.51897646036647
