PV_kWp,BESS_kWh,NPC,PEF,Grid_Import_kWh,Grid_Export_kWh,HP_Heating_kWh,HP_Cooling_kWh,Thermal_Heating_kWh,Thermal_Cooling_kWh
39.45970066699675,10.019461056920488,69823.76407852034,136164095.55797794,207313.42820893743,782231.1444033076,198237.7593860627,71342.03839463412,,
24.883770835201904,10.019461056920488,67400.53560655529,141217415.7316219,231196.2687954165,385549.8205940049,198237.7593860627,71342.03839463412,,
31.22415224411079,10.000064987499004,68193.14454687615,138755103.27734792,217916.19069413032,554922.1480318642,198237.7593860627,71342.03839463412,,
37.15443729735085,10.019461056920488,69338.31965015653,137090535.48119414,209874.50576639187,718141.1328658026,198237.7593860627,71342.03839463412,,
27.10597644552717,10.019461056920488,67599.1481215919,140012815.09841633,226382.72624144552,444432.7056469635,198237.7593860627,71342.03839463412,,
